
id, amount
6894066988063131649,
6883565213174598401,
6883297755284949765,
5000000001322926589,
6878128942629358342,
6836066840851073797,
6703219153760684033,
6872061043397430017,
6852801744125036545,
251002331054444545,
6899992523591764737,
6888847852731190018,
6758172399012677634,
6820572894960159494,
6824556194909195013,
6894066988063131649,
6857303633323624449,
6586947002464996102,
6851618436305423109,
6888322578004445954,
6821603890530618117,
6875389627230915330,
6842883579551255302,
6881107586830076678,
6894066988063131649,
6558929267751654400,
6624587684906011397,
6872101055790843906,
242855113583751168,
6817166739457984513,
6809559762707942149,
250835551346647040,
6899171882680388353,
6876512923880065794,
6848387203412805633,
6699935602407639814,
6879459034278267650,
6908114135389604613,
6810066900878494470,
6893103367589989122,
6733070604376737794,
6763775629209896961,
6871786213045454849,
6799273364100811525,
6888503445494433793,
6811422424131700738,
6781074183485917185,
6754751997695625990,
6894455749469129477,
6892447092707478277,
6817705865005516801,
225449738618515456,
6864179215273659141,
6888218379384064769,
6831802826805545733,
6879873677379357441,
6586947002464996102,
6900625560574102273,
57419989,
6747751045713201926,
6882071601928506114,
6802769872028846853,
6729986126641104897,
6896614115087780610,
6899201623201941506,
6879039798900837122,
6885674156831034113,
6707931092436994822,
6898350581761477377,
6881287666340481026,
6888353159023053569,
6862991398438718214,
6877838929601497858,
6877064172996217602,
6803555528145488641,
6704991063053961218,
6650702085941627654,
6876860989241838338,
6895338668958042882,
6894066988063131649,
6707511550623631361,
6817151919912388610,
6899845337796610817,
6893676519378504453,
6847647314127932166,
6788860787835341573,
227302284517642240,
6877953658563069954,
6901122798375193346,
6892447092707478277,
6831843160709138433,
6880996991170644737,
6716819584231409665,
6877458262149630721,
6821712347200097029,
6902834165562067718,
6644886305371065090,
6448513875884608270,
6883297755284949765,
242816238555561984,
6812545347835922434,
6894066988063131649,
6891026997813414658,
6908179113807219462,
6628474361227512590,
6872299743939152641,
6904496565646330625,
6866925951322753797,
6797296414176103174,
6890293958346279686,
6900183924484426498,
6873200915009096454,
6809559762707942149,
6832618984580335617,
6878770544225929990,
6889856262515772162,
6878254513116039938,
6878685996003773190,
6874908968721173250,
6802865079642490881,
6833677044157664005,
6809253705544632321,
6791523590471682049,
6905620159784831750,
6835837996332222466,
6880196625273342722,
6834363320393271298,
6896285439846910721,
6895731569110158081,
6847294007953869574,
6321531490098219778,
6783518343648348933,
6841387176773602053,
6852168132677683974,
6904262542487538434,
261493794020196352,
6823159626767305477,
6895741981490809602,
6860336690548983809,
6717704554927901445,
6893427124737280769,
6746993352891189249,
6902969733398678274,
6848387203412805633,
6831905658002999298,
6892406271707089666,
6844610572080794373,
6838581014718122757,
6878032658203413254,
6885993174821505026,
6873833392480275201,
6851608429664929794,
222549135667752960,
6878165800604191490,
6724958012198439686,
6819354979292186625,
6456673064683113229,
6894066988063131649,
6863575934839031810,
6892161420423596034,
6542954554013518593,
6811607649860225798,
6854006530832943878,
6896885069655345921,
6903854187734452993,
6695044619001923585,
6757198470060214274,
6900492823154821890,
6834817771763796742,
6784350412385306626,
6874228157457746693,
6795584962016839681,
6624471649424575238,
6855038614426880002,
6894007490392901633,
6902540583441550081,
6872860430381877249,
6600596694767766273,
6439562511493630721,
6830698446031162113,
6872101055790843906,
6650702085941627654,
6869805336430201601,
6816732094497098501,
6883802744193387265,
6859790371610691585,
6868391694706952966,
6880208924423817990,
6900478500310960897,
6887182232759388930,
6898642849793919746,
6892440979802966790,
6586947002464996102,
6865471868833745670,
6904037223096699650,
6876997302431615749,
6894007490392901633,
6811475276887771909,
6586947002464996102,
6879051993269177090,
6773561662852040706,
6732309265052125185,
57419989,
6881287666340481026,
6875952005035100930,
6586947002464996102,
6897857954524023553,
6891590512147925762,
6600546691055618818,
6860578006663318277,
6723290326728968194,
250835551346647040,
6890631102550002434,
6871801728564595458,
6854963753759279105,
6586947002464996102,
6624587684906011397,
6879039798900837122,
6888102584641456897,
6880718857137294082,
6718973664315869954,
6743592439358949378,
6898057025893206785,
6846949173590297350,
6804890223881816837,
5000000000287592533,
201668134401957888,
6722628124875426566,
6786202441231764230,
6650702085941627654,
6903879939498478337,
6809427500742101765,
6877671671927425798,
6851917845979203585,
6848462047387060225,
6709407496101955586,
6735757810719541250,
6884400536490199814,
6887996300655069185,
6836160032401394434,
6732331056294266882,
6809253705544632321,
6763772951264233473,
6863594409619999494,
6856658916722346758,
6872349245601860354,
6808946944816187394,
6889106539748051717,
6888259689558149889,
6885441872689433346,
6850937527428336389,
6890336479709530881,
6561800027826557967,
6883981933215369989,
6838610154679012102,
6783833309634988806,
6783591946041461505,
6887707383687154433,
6763834114169653250,
6893543782394890242,
6549202998130643983,
6905620159784831750,
6831182738058414854,
6784986105365137410,
6876312331098261518,
223461705656451072,
6835837996332222466,
6781056220997389061,
242110376648318976,
6815355744783697922,
6879538826151234310,
6745161928949106690,
6905063263097522945,
6893426418152196866,
6840101190269668102,
6887601846752398086,
6890903822047267585,
6728018103864756998,
6884574286980385538,
6791657617040082946,
6874125430861974274,
6873842968499915525,
6876215395951725317,
6894066988063131649,
6828408020448315393,
6860578006663318277,
6586947002464996102,
6852801744125036545,
6866898243192654597,
6861023427084585733,
6894066988063131649,
6899533138922670850,
6789284521842837506,
6906649777354722050,
6846350173593996037,
6901784069365975809,
6878796914276813569,
6752513449697216514,
6886860379650099970,
6826681667696986114,
6893536758995159810,
6753560527907212038,
6799585653702019073,
6902294653421259521,
6895756280595155713,
6771640057083201538,
6905408674143963906,
6870949916466842374,
6897857954524023553,
6904236597177289474,
57419989,
6894700385911442178,
6871569185521076998,
6896943358292691713,
6870935941314267910,
6757872491160406017,
6756394183415564289,
6586489652960463622,
6874698636220058370,
6722767980117101317,
6878032658203413254,
6901819731691588353,
6887373709863045894,
6821124721061481222,
6880958430304144129,
6568746626930871041,
6871373024650693377,
6830970891480926981,
6865054076908915462,
6855388213683522309,
6877093669879548673,
6882559244139252481,
6894066988063131649,
6891400181078559490,
6895388318712826625,
6803137515504159493,
6883981933215369989,
6728860413338847233,
6854221921395985157,
6781555808627853314,
6898452410411698950,
6854654862202784517,
6759597477520739073,
6799185203035113474,
6877671671927425798,
6777624196089399297,
6895797388917705474,
6876136131637807105,
6526265111647097871,
6674228190141188869,
6704946914174961665,
6842250090443196417,
211190192895123456,
6883802744193387265,
6515231601595517698,
6816334765722241798,
6827725905725573890,
6878720004238412545,
6671091943436454658,
6886040556707776514,
6888098764448335873,
6889712391060196097,
6823538398192503557,
6895372307825707778,
6894307737409161986,
6891693190080973570,
6891747918089456386,
6874125430861974274,
222935032276119552,
6762092669565963014,
250835551346647040,
6898022631912966913,
6617541532335475461,
318636771406123008,
6727235286159360005,
6851502591084399361,
6823159626767305477,
6886946637650855938,
6875948196669949954,
6880134915703196418,
6808647789753419778,
6739955553079954181,
6790134598555666434,
6884287241825307393,
6878770544225929990,
6887458965629979394,
57419989,
6809253705544632321,
6891908741625711361,
6897857954524023553,
6526163409199698959,
6883165746361273093,
6821024499782159110,
6762041449769863941,
6908311923339840257,
6899056707579005698,
6903240171156753153,
6883331331942599430,
6881287666340481026,
6894066988063131649,
6887199871040768774,
6889771458080344833,
6867621840609609730,
6759641455448295425,
6870949916466842374,
6877219795394185986,
6741334392829937665,
6841762900365839109,
6886291434450717446,
250516688658493440,
6818434886832065286,
6769046027488987137,
6620711949535562502,
6889106539748051717,
6819255229129689090,
6751489203890129670,
6889162570486401793,
6859762562196704005,
6883297755284949765,
6884331673173969670,
6899707213750127366,
6832317168437200897,
6897643703708551937,
6853843059344493318,
6886946637650855938,
6864710964047121157,
6805212549203004166,
6901452948304366337,
6880718857137294082,
6648750447039351557,
6852801744125036545,
6670768303755053829,
6847138732563352321,
6870957731793111809,
6877999686360369922,
6709414534638995458,
6778968637492430849,
6863597205572290561,
6886361499149863681,
6790815244194154497,
6799263951659404038,
6815912399766293254,
6895767577474123777,
6829505139569608705,
6836709783203105541,
57419989,
