id,artist,title,album,release_date,label,timecode,song_link,apple_music.isrc,spotify.id
6859762562196704005,CHROMANCE,Wrap Me In Plastic (Slowed Down Version),Wrap Me In Plastic,2020-10-30,SME - b1,01:35,https://lis.tn/bfXhw,DEE862002604,74PdooqFwI8VhklmayQ7dz
6883297755284949765,The Black Eyed Peas,Where Is The Love?,R&B Collaborations 2007,2007-01-01,Universal Music Group International,00:19,https://lis.tn/WhereIsTheLove%3F,USIR10311862,3CNqo3gYrfexdrtjFmC9he
6884331673173969670,Popp Hunna,Adderall,Adderall,2020-10-15,Jay Rebel Music,00:14,https://lis.tn/Adderall,USA2P2036916,3aAmQOxRPeKDL0HMWFA5qn
6899707213750127366,Lit Crew,Ride or Die,Fake It Till You Make It,2020-11-05,2526704 Records DK,00:48,https://lis.tn/oWwarC,,6MALNvo4SFWFDD31YmocRi
6832317168437200897,Famke Louise,Emotieloos,Emotieloos,2020-06-05,SME - TRIFECTA,01:02,https://lis.tn/Emotieloos,NLV6L2000065,71PE2g1aYQeUMlNNCpjfTs
6897643703708551937,Allen Mock,Tectonic,Tectonic,2020-01-28,Allen Mock/Herbalistek,01:23,https://lis.tn/Tectonic,QZFYY2046651,2bMzrIFNvNX7FzKJdH3SgP
6853843059344493318,STARSITA,Popo,Ladys Woman,2018-02-18,,00:18,https://lis.tn/Popo,,
6886946637650855938,Ariana Grande,positions,positions,2020-10-23,UMG - Republic Records,01:02,https://lis.tn/Positions,USUM72019412,35mvY5S1H3J2QZyna3TFe0
6864710964047121157,JVKE,Upside Down (feat. Charlie Puth),Upside Down (feat. Charlie Puth),2020-10-30,WMG - Atlantic Records,01:28,https://lis.tn/ClTLX,USAT22007059,4nZhS4vsnO50wnSyMJraBj
6805212549203004166,Enur,Calabria 2009 - Bonus Track,Just Dance (Exclusive Edition),2009-01-01,(C) 2009 The Island Def Jam Music Group,00:26,https://lis.tn/vnocc,USUS10710719,4H4dsYuXGmZz2tVvgT6xGK
6901452948304366337,Fousheé,Deep End,Deep End,2020-07-31,SME - Not specified,00:59,https://lis.tn/FjWigu,USRC12002568,6HlE9t71z9DjGi7KqSyEpA
6880718857137294082,BigDoggy,Muthu Muthu (feat. Master D),Sthuthi,2020-09-16,Death Crow Records,00:23,https://lis.tn/IrWTl,QZK6H2083069,3kMxJ2rfj8i5Y4BRCbl60K
6648750447039351557,Tech N9ne,Red Kingdom,Red Kingdom,2019-09-11,"Strange Music, Inc",00:27,https://lis.tn/RedKingdom,USZHR1800401,5buj0D6E7rCRFi3xV9STYo
6852801744125036545,Ander Huang & DJ Kuromi,F Boy,F Boy,2020-08-22,998168 Records DK,00:14,https://lis.tn/FBoy,QZHNC2078374,4GdbPZ01Th4xl7ban4uGaH
6670768303755053829,Dean Lewis,Be Alright,Be Alright,2018-06-29,Universal Music Australia Pty. Ltd.,01:13,https://lis.tn/HKXtJZ,AUUM71800255,3EPXxR3ImUwfayaurPi3cm
6847138732563352321,Gloomy,"Mama Matama (feat. Dr.Bsking, Dinuwa & Minnyme)","Mama Matama (feat. Dr.Bsking, Dinuwa & Minnyme)",2020-06-28,Rapunist,02:52,https://lis.tn/UlptV,QZHNB2041217,3l2sNRnmXNxl0dp1RDAXh6
6870957731793111809,Niack,Colocada Forte (Remix),Colocada Forte (Remix),2020-07-07,Niack,00:33,https://lis.tn/ColocadaForteRemix,BCRIX2000017,7vDq5ByqDnFYZT0XGyTmrp
6877999686360369922,MC Talibã,Um Sabadão Desse Uma Lua Dessa,Um Sabadão Desse Uma Lua Dessa,2020-06-23,FW MUSIC,00:29,https://lis.tn/dwkvq,BXFWU2000004,3KfyRuNdcCGsZb15sqrXDA
6709414534638995458,Braski Karim,Ufc,Мой пьедестал - вершина!,2019-04-30,Rap Square,02:14,https://lis.tn/Ufc,FR2X41950799,4ymbsI6ewEnnDQ8whUwtu1
6778968637492430849,Heinz Kiessling,Blue Blood,It's Always Sunny In Philadelphia (Music from the Original FX Series),2010-09-01,Extreme Music Ltd.,00:20,https://lis.tn/BlueBlood,TCAAR1013615,35I3b4Bw68tame6y1scmKX
6863597205572290561,Ricky Desktop,"The Banjo Beat, Pt. 1","The Banjo Beat, Pt. 1",2020-08-21,Affiliate Records,00:14,https://lis.tn/TheBanjoBeat%2CPt1,QZK6L2004258,5O0JIw4YvvTdKlN9l69JFQ
6886361499149863681,Imagine Dragons,Believer,Believer,2017-01-31,Universal Music,00:21,https://lis.tn/Believer,USUM71700626,0pqnGHJpmpxLKifKRmU6WP
6790815244194154497,ZAYN;SHAED,Trampoline,Trampoline,2019-09-26,Photo Finish Records,01:03,https://lis.tn/Trampoline,QZ47A1900210,1iQDltZqI7BXnHrFy4Qo1k
6799263951659404038,Matthew Wilder,Break My Stride,I Don't Speak The Language,2010-03-19,Legacy Recordings,00:41,https://lis.tn/AmIdmf,USSM18300576,1mCsF9Tw4AkIZOjvZbZZdT
6815912399766293254,Master KG,Jerusalema (feat. Nomcebo Zikode) [Edit],Jerusalema (feat. Nomcebo Zikode) [Edit],2020-07-10,WMG - Elektra France,00:28,https://lis.tn/XICfg,ZA82Y2000076,2R7gA9dAHTjASKU0wiTJok
6895767577474123777,Kina,Tell Me About You,Tell Me About You,2020-11-20,SME - Columbia,00:24,https://lis.tn/TellMeAboutYou,USSM12006058,1haZCYSR61JHOAivPNOuQH
6829505139569608705,Lady Gaga,Rain On Me (with Ariana Grande),Rain On Me (with Ariana Grande),2020-05-22,Interscope Records,02:34,https://lis.tn/EVcBk,,24ySl2hOPGCDcxBxFIqWBu
6836709783203105541,Variance,Inborn,Monodream,2015-10-28,Breakdown Records,00:46,https://lis.tn/Inborn,FR2X41510836,2bOJMyCUHttZPUqM6zYO9o
57419989,Aly & AJ,Potential Breakup Song,Insomniatic,2007-10-22,Charisma,00:26,https://lis.tn/PotentialBreakupSong,USHR10723111,11dxtPJKR4E0wlSr0A0t47
